,rmse,mean,median,std,min,max,sse
0_kitti.txt,6.452189330455675,5.794634712015231,5.503385928096964,2.837773019526791,0.7915494364093586,35.049258214634904,51122.557507624544
1_kitti.txt,3.9627294399446336,3.7285290099203836,3.846922308820044,1.342123703831369,0.0743408728239534,6.771867663589331,19409.18562315603
2_kitti.txt,4.593138145693661,4.340101531652143,4.702789683299296,1.5034748818576686,0.45582427462441555,7.8109535421264775,25822.62766312168
3_kitti.txt,3.8071649381985613,3.494607578339021,3.5196687295465723,1.5107027305409686,0.4057839187154403,7.440566222878786,17639.81242271117
4_kitti.txt,5.254491886859525,4.933546736188513,5.3192924205003145,1.808259270933306,0.3156553203450604,8.98992555737165,34153.18033148278
5_kitti.txt,5.376588021949717,4.983514670139819,5.190706071372741,2.017989170009191,0.2337267285336488,9.765405771296008,35325.20788199881
6_kitti.txt,3.9351357982823645,3.691791423296597,3.911524950057969,1.3623398393194956,0.2718089391827691,6.3652690032154045,19139.8230761413
7_kitti.txt,3.9602643993638615,3.7225824075926854,3.9515861271419856,1.351323178055588,0.13946032950251946,6.699772535859087,19275.260064715763
8_kitti.txt,4.13552960220164,3.869301393784675,4.139622783914491,1.4598328036943211,0.29305177928687504,7.241125141196995,21258.538127722764
9_kitti.txt,5.587914697096331,5.047809516081241,5.416231072105991,2.396749830788532,0.4095776991142515,13.312223853521344,38749.96521157325
