,rmse,mean,median,std,min,max,sse
0_kitti.txt,7.179771380483647,6.467231162400779,5.801472519716137,3.1183390078829336,0.7020883262372377,12.639273610706768,113304.95933307451
1_kitti.txt,6.266414586416185,5.648773945315222,5.346751234837979,2.712803841706478,0.6599671808522867,10.836151387688798,87096.31702330825
2_kitti.txt,6.150311948598081,5.476565942754473,5.135981604392143,2.7988502174518257,0.3371481846943839,11.850810624591105,82688.37282423937
3_kitti.txt,5.129802909026838,4.499686292139594,4.25952945219266,2.463270419136164,0.17711547394648877,11.51255463866473,57787.471836470635
4_kitti.txt,6.8096249346643924,5.99463647087239,5.193455235828903,3.2303754167108276,0.27178202473108537,12.669076326892293,102850.85970328114
5_kitti.txt,6.208086328651297,5.449974059902025,4.712749432741902,2.9728973427251386,0.4697710312251807,11.149890906701518,84364.79520626785
6_kitti.txt,5.876012916364659,5.005592251306601,4.197143891836219,3.0775922418253563,0.15029135735041013,12.615328326457353,75615.28586729264
7_kitti.txt,5.877821977724116,5.0998534281388475,4.290439918725712,2.9223768089206237,0.3521864295309065,11.78855893522772,76905.60921524384
8_kitti.txt,6.814827807802575,6.106491896156546,5.43563715056609,3.0253321755096065,0.9418005463362987,12.295322952911057,101011.08475874837
9_kitti.txt,6.275791709363834,5.6369339965723855,5.0329848545707065,2.7587201194768394,0.6632494870927755,10.429431796642618,86136.22317397248
