,rmse,mean,median,std,min,max,sse
0_kitti.txt,0.9849286602540157,0.8636281102229797,0.8663261745228138,0.473530308451798,0.05449811753623864,2.219669835357039,187.22630189742569
1_kitti.txt,1.1480912990461434,1.0104912918695008,1.0307230233122313,0.5449963119153818,0.03658552400792748,2.545469927072027,259.6683852962558
2_kitti.txt,0.7005677619465018,0.6356778530689958,0.6385249230518272,0.2944636755124859,0.03962926485233939,1.3115197745754268,97.66824262666736
3_kitti.txt,0.8082693751474886,0.7324269732408634,0.7539821938837807,0.34183345604334797,0.029613707769370813,1.5517407843303914,126.74008026345447
4_kitti.txt,0.7290363300674403,0.6540335595735952,0.6337388536187675,0.3220777445116226,0.09200685806573389,1.6054661744118484,103.64132425884932
5_kitti.txt,1.705434565148037,1.511585912831835,1.5481665109204543,0.7896930315825397,0.09749332422171833,3.8120279953889193,564.2503688643247
6_kitti.txt,1.3138395183708278,1.1736103073662538,1.2424977156892685,0.5906040352694649,0.05155674674061695,2.4692802136876297,340.056333166479
7_kitti.txt,0.87638781346192,0.7619645156851147,0.7539333888174128,0.4329730666234486,0.045192264102162774,2.1322687070499313,149.77084191899016
8_kitti.txt,1.114529937570397,0.99071210482631,0.9655915677118375,0.5105550970182305,0.11658035140091555,2.440952470431756,234.77144954898722
9_kitti.txt,0.8198232555797504,0.7116348983613393,0.6542935270480774,0.40704538054574096,0.044766985884782125,1.933127922755049,131.73359339631864
