,rmse,mean,median,std,min,max,sse
0_kitti.txt,0.3121588464017201,0.2318152478180335,0.15586714461072707,0.20905701678230362,0.0033679260037460853,1.9040576744658406,268.65075183155284
1_kitti.txt,0.3315684539427821,0.24165070952446618,0.1595749361825494,0.22702989723014216,0.004258271978133586,3.85928868790569,302.98813487541884
2_kitti.txt,0.32791207802451094,0.23184504875167405,0.1480517640042034,0.23189265681277366,0.0018436950530833639,2.999030406759289,296.23504166904235
3_kitti.txt,0.3377978753200515,0.2529672968821944,0.18443003962933663,0.22386368905844642,0.006030868112071636,2.5683571352645136,315.3928662335283
4_kitti.txt,0.2998345574142497,0.22988240197743276,0.16281078438829708,0.1924963456299496,0.005246034040494584,1.8958943084100028,248.03620186082543
5_kitti.txt,0.31255547300480885,0.22674160230593443,0.16205830943819083,0.21512593867081028,0.005826136488953449,2.313953480971617,272.0692225191485
6_kitti.txt,0.3262647887542912,0.2395005712225316,0.1627179108877567,0.22155854477984674,0.0028504073819477973,3.7182131390384088,302.8465867236101
7_kitti.txt,0.3154430002219323,0.23284294048027002,0.16248118203440048,0.21281083491569552,0.004413114109260784,3.447506835469718,283.48771192230083
8_kitti.txt,0.33275597578772786,0.24338676793797223,0.16598693405067103,0.22691280399120398,0.006141658606982477,2.5730959628185106,315.238457735695
9_kitti.txt,0.2981526478265695,0.2189308971502471,0.14834200047054957,0.20239630352104326,0.0015352765027335596,2.4532518810394084,253.52854400989588
