,rmse,mean,median,std,min,max,sse
0_kitti.txt,1.2238682374699879,1.0636904776156313,0.8504476847764713,0.6053230794523902,0.08398267697654933,3.773825841183295,585.6607039109667
1_kitti.txt,1.493986270010072,1.402780893229682,1.3822373247866728,0.5140046114271182,0.3749366099486043,2.6430708224132093,874.9420301916141
2_kitti.txt,0.9621072436899807,0.7837676677846658,0.6569009312013687,0.5579951534700974,0.3318843541925474,3.7815980548666546,366.55753795084985
3_kitti.txt,0.9117054894536009,0.824186274760548,0.7899973429314504,0.3897741448533504,0.1300050418976797,2.6812127437455517,320.8458632069344
4_kitti.txt,1.0764595452735797,0.9546791407192179,0.8315825371850902,0.4973458463546445,0.210087937188633,3.5716811295369464,455.3947049759666
5_kitti.txt,1.0046097468109028,0.9155639280796095,0.8093850547347012,0.41350143529001404,0.3049610923955456,2.951474609823143,395.62237140788665
6_kitti.txt,0.8124473473754392,0.6239094403334033,0.5401501583364835,0.5203918739952105,0.07963577682096762,3.342577924362828,255.44735790360897
7_kitti.txt,1.0051056356747814,0.8603552377162781,0.757160431154679,0.5196404562766189,0.05710511369181752,3.4978654420115074,389.9516128019696
8_kitti.txt,0.8968369450676935,0.7632407769155511,0.7085062451714302,0.4709352635890615,0.049853114767267295,3.1178887212806288,310.4661713308043
9_kitti.txt,2.033169576256344,1.8656090997573564,1.6930197838332175,0.808258134952534,0.7499635714988139,4.312149959959179,1570.8358398094726
