,rmse,mean,median,std,min,max,sse
0_kitti.txt,0.04874939500981526,0.03853994427735621,0.028994487395339726,0.029852574577769325,0.004740508396517059,0.15224409920376608,0.9268363703909706
1_kitti.txt,0.04466226716818184,0.03785195517487254,0.033616823897413814,0.02370543393489125,0.002785399964355025,0.1560022413236229,0.7799347804634029
2_kitti.txt,0.04240895159638632,0.0328066150964612,0.024571453488891563,0.02687461965158358,0.0036866562027806134,0.15409411742907825,0.710415074324332
3_kitti.txt,0.03814142338040794,0.03179280485451709,0.02565285060278644,0.021070969056171198,0.00442553506164995,0.13281831809480688,0.5600857483311588
4_kitti.txt,0.0445670374647409,0.034562377452935694,0.02558114834428877,0.028136504636937797,0.004594969570140712,0.1726848575776774,0.7785985647263789
5_kitti.txt,0.04026663720274841,0.033275241586140716,0.02796103175073755,0.02267510460839671,0.0017786997892060064,0.1368720451320957,0.6339682100025451
6_kitti.txt,0.04058368356207777,0.0316849308944347,0.02275877795724541,0.025359426761694722,0.0027049565461714003,0.13531103952798673,0.6357556533862084
7_kitti.txt,0.044674362974854054,0.03624442411561329,0.02767649880609047,0.026117818203987883,0.004254324490372609,0.14682340828522167,0.7683825022754691
8_kitti.txt,0.04059285526134058,0.03260265506526729,0.02525820215748141,0.02418360562371431,0.003737515874163821,0.12557254410807703,0.6343952608332359
9_kitti.txt,0.05702653512263128,0.04819894074896447,0.03989169229468829,0.030477660979322398,0.003763219366495815,0.1888075582284957,1.232517743367133
