,rmse,mean,median,std,min,max,sse
0_kitti.txt,6.631927866623941,5.724884709686406,5.307424279168301,3.347859359187892,1.5116628230320426,20.703830084491162,36901.29000437856
1_kitti.txt,6.751376648502592,5.777758712996557,5.339137139027763,3.492648122032687,1.5155935094571555,20.74584770589451,38288.11278595471
2_kitti.txt,5.667393628391539,4.7706767048591106,3.9938662665244204,3.059410779357299,1.5944956680051379,16.925121339274387,26948.1351023326
3_kitti.txt,6.4256023710097665,5.634178137869424,5.145137283785868,3.0894016477435486,2.4254784824739435,16.50907240342137,33443.576322564324
4_kitti.txt,5.6076562455231205,4.893836337027848,4.3027923075983825,2.737914256206779,2.025266940059724,15.484918175092577,25722.67140858675
5_kitti.txt,7.034920637013201,6.080908156521862,5.583365398947976,3.5373244636335115,1.895681264265658,20.955526328215477,41472.7108132842
6_kitti.txt,5.916103622917885,5.0639527799022215,4.569058118856817,3.05886650902302,1.4971823898659955,18.507990970865695,29365.23666268868
7_kitti.txt,6.408021403679867,5.494628611888759,4.904595834002018,3.2972404715811536,1.8582749210766574,18.44714033467643,34287.38648886611
8_kitti.txt,6.48317012678759,5.634646783523543,5.1135028895289265,3.2065948477783737,1.8869447995799455,18.415097951011568,35222.392720225915
9_kitti.txt,7.02129821169835,6.070069586750421,6.00944132430969,3.5288643767657075,0.6732576867368548,22.9274096063972,40917.86171940672
